year,period,company_name,company_code,company_type,company_status,salary_debt_changes,salary_debt_mark,salary_average_changes,salary_average_mark,financial_outturn_sales_percent,financial_outturn_sales_mark,financial_outturn_profit_percent,financial_outturn_profit_mark,financial_outturn_revenue_to_budget_percent,financial_outturn_revenue_to_budget_mark,financial_outturn_revenue_to_state_shareholder_percent,financial_outturn_revenue_to_state_shareholder_mark,financial_outturn_capital_investments_percent,financial_outturn_capital_investments_mark,profit_changes,profit_mark,covering_coefficient_end,covering_coefficient_mark,firmness_coefficient_end,firmness_coefficient_mark,solvency_coefficient_end,solvency_coefficient_mark,amortization_end,amortization_mark,audition_result,audition_mark,total_mark,final_assessment
2019,9,"УКРАЇНСЬКА ІНСПЕКЦІЯ ПО КОНТРОЛЮ ЯКОСТІ ТОРФЯНОЇ ПРОДУКЦІЇ І ПАЛИВНИХ БРИКЕТІВ ""УКРІНСПАЛИВО""",01886833,ДП,працює,0.0,2.0,116.8,1.0,97.1,0.0,100.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,9.3,1.0,0.7,0.0,-0.3,0.0,-0.42,0.0,100.0,0.0,,0.0,6.0,неефективна
2019,9,"Державне підприємство ""Управління відомчої воєнізованої охорони""",02072239,ДП,працює,0.0,2.0,123.2,1.0,154.0,1.0,508.4,1.0,725.1,1.0,0.0,0.0,108.5,1.0,305.9,5.0,1.26,1.0,0.1,0.0,0.07,0.0,81.48,0.0,,0.0,3.0,неефективна
2019,9,"ДЕРЖАВНЕ ПІДПРИЄМСТВО КОРОСТИШІВСЬКИЙ ЗАВОД""РЕММАШТОРФ""",02968160,ДП,працює; перебуває у процедурі банкрутства - розпорядження майном,0.0,2.0,115.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,-0.32,0.0,-0.47,0.0,92.55,0.0,,0.0,3.0,неефективна
2019,9,"Державне підприємство""КИЇВТОРФ""",02968177,ДП,працює,94.8,1.0,63.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.7,0.0,0.14,0.0,0.09,0.0,0.06,0.0,31.78,1.0,,0.0,2.0,неефективна
2019,9,"Державне підприємство ""Рівнеторф""",02968193,ДП,працює,0.0,2.0,138.4,1.0,164.0,1.0,151.5,1.0,121.0,1.0,0.0,0.0,291.1,1.0,101.5,5.0,2.34,1.0,3.75,1.0,0.72,1.0,72.87,0.0,,0.0,15.0,ефективна
2019,9,"Державне підприємство ""Чернігівторф""",02968220,ДП,працює,72.4,1.0,120.5,1.0,108.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.4,0.0,19.8,3.0,0.44,0.0,-0.45,0.0,-0.66,0.0,82.37,0.0,,0.0,6.0,неефективна
2019,9,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ПІДПРИЄМСТВО ІЗ ЗАБЕЗПЕЧЕННЯ НАФТОПРОДУКТАМИ""",03482347,ДП,працює,0.0,2.0,126.2,1.0,121.0,1.0,362.7,1.0,0.0,0.0,0.0,0.0,9.7,0.0,-611.6,5.0,9.39,1.0,9.86,1.0,0.86,1.0,99.87,0.0,,0.0,13.0,ефективна
2019,9,"ДЕРЖАВНЕ ДОНБАСЬКЕ ПІДПРИЄМСТВО З ПУСКУ, НАЛАГОДЖУВАННЯ, ВДОСКОНАЛЕННЯ ТЕХНОЛОГІЇ ТА ЕКСПЛУАТАЦІЇ ЕЛЕКТРОСТАНЦІЙ ТА МЕРЕЖ «ДОНОРГРЕС»",04624513,ДП,працює,83.6,1.0,73.1,0.0,33.0,0.0,52.4,0.0,1826.7,1.0,0.0,0.0,115.4,1.0,91.7,1.0,1.81,1.0,1.17,1.0,0.54,1.0,89.55,0.0,,0.0,7.0,неефективна
2019,9,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СПЕЦІАЛІЗОВАНИЙ ЦЕНТР ПІДГОТОВКИ КАДРІВ""",04642416,ДП,працює,63.3,1.0,126.6,1.0,100.0,1.0,19.0,0.0,32.2,0.0,0.0,0.0,0.0,0.0,61.5,1.0,0.63,0.0,2.42,1.0,0.71,1.0,97.27,0.0,,0.0,6.0,неефективна
2019,9,"Державне підприємство ""Дніпродіпрошахт""",05410777,ДП,працює,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,1.59,1.0,6.62,1.0,0.87,1.0,64.58,1.0,,0.0,9.0,задовільна
